2024/03/02 07:29:37 	7	7
2024/03/02 07:30:07 	6	6
2024/03/02 07:30:37 	6	6
2024/03/02 07:31:07 	6	6
2024/03/02 07:31:37 	7	7
2024/03/02 07:32:07 	13	7
2024/03/02 07:32:37 	13	8
2024/03/02 07:33:07 	14	12
2024/03/02 07:33:37 	15	17
2024/03/02 07:34:07 	16	23
2024/03/02 07:34:37 	16	28
2024/03/02 07:35:07 	17	32
2024/03/02 07:35:37 	18	35
2024/03/02 07:36:07 	19	38
2024/03/02 07:36:37 	19	40
2024/03/02 07:37:07 	20	42
2024/03/02 07:37:37 	21	44
2024/03/02 07:38:07 	22	46
2024/03/02 07:38:37 	22	47
2024/03/02 07:39:07 	23	48
2024/03/02 07:39:37 	24	49
2024/03/02 07:40:07 	25	49
2024/03/02 07:40:37 	25	50
2024/03/02 07:41:07 	26	51
2024/03/02 07:41:37 	27	51
2024/03/02 07:42:07 	28	51
2024/03/02 07:42:37 	28	52
2024/03/02 07:43:07 	29	52
2024/03/02 07:43:37 	30	52
2024/03/02 07:44:07 	31	52
2024/03/02 07:44:37 	31	52
2024/03/02 07:45:07 	32	52
2024/03/02 07:45:37 	33	52
2024/03/02 07:46:07 	34	52
2024/03/02 07:46:37 	34	52
2024/03/02 07:47:07 	35	52
2024/03/02 07:47:37 	36	51
2024/03/02 07:48:07 	37	51
2024/03/02 07:48:37 	37	51
2024/03/02 07:49:07 	38	51
2024/03/02 07:49:37 	39	51
2024/03/02 07:50:07 	40	50
2024/03/02 07:50:37 	40	50
2024/03/02 07:51:07 	41	50
2024/03/02 07:51:37 	42	50
2024/03/02 07:52:07 	43	49
2024/03/02 07:52:37 	43	49
2024/03/02 07:53:07 	44	49
2024/03/02 07:53:37 	45	48
2024/03/02 07:54:07 	46	48
2024/03/02 07:54:37 	46	48
2024/03/02 07:55:07 	47	48
2024/03/02 07:55:37 	48	47
2024/03/02 07:56:07 	49	48
2024/03/02 07:56:37 	49	50
2024/03/02 07:57:07 	50	53
2024/03/02 07:57:37 	51	55
2024/03/02 07:58:07 	52	57
2024/03/02 07:58:37 	52	59
2024/03/02 07:59:07 	53	60
2024/03/02 07:59:37 	54	61
2024/03/02 08:00:07 	55	62
2024/03/02 08:00:37 	55	63
2024/03/02 08:01:07 	56	64
2024/03/02 08:01:37 	57	64
2024/03/02 08:02:07 	58	64
2024/03/02 08:02:37 	58	65
2024/03/02 08:03:07 	59	65
2024/03/02 08:03:37 	60	65
2024/03/02 08:04:07 	61	65
2024/03/02 08:04:37 	61	65
2024/03/02 08:05:07 	62	65
2024/03/02 08:05:37 	63	65
2024/03/02 08:06:07 	64	65
2024/03/02 08:06:37 	64	65
2024/03/02 08:07:07 	65	65
2024/03/02 08:07:37 	66	65
2024/03/02 08:08:07 	67	66
2024/03/02 08:08:37 	67	69
2024/03/02 08:09:07 	68	72
2024/03/02 08:09:37 	69	75
2024/03/02 08:10:07 	70	77
2024/03/02 08:10:37 	70	79
2024/03/02 08:11:07 	71	80
2024/03/02 08:11:37 	72	81
2024/03/02 08:12:07 	73	82
2024/03/02 08:12:37 	73	83
2024/03/02 08:13:07 	74	83
2024/03/02 08:13:37 	75	84
2024/03/02 08:14:07 	76	84
2024/03/02 08:14:37 	76	84
2024/03/02 08:15:07 	77	85
2024/03/02 08:15:37 	78	85
2024/03/02 08:16:07 	79	85
2024/03/02 08:16:37 	79	84
2024/03/02 08:17:07 	80	84
2024/03/02 08:17:37 	81	84
2024/03/02 08:18:07 	82	84
2024/03/02 08:18:37 	82	84
2024/03/02 08:19:07 	83	83
2024/03/02 08:19:37 	84	83
2024/03/02 08:20:07 	85	84
2024/03/02 08:20:37 	85	87
2024/03/02 08:21:07 	86	90
2024/03/02 08:21:37 	87	92
2024/03/02 08:22:07 	88	94
2024/03/02 08:22:37 	88	95
2024/03/02 08:23:07 	89	96
2024/03/02 08:23:37 	90	98
2024/03/02 08:24:07 	91	98
2024/03/02 08:24:37 	91	99
2024/03/02 08:25:07 	92	99
2024/03/02 08:25:37 	93	99
2024/03/02 08:26:07 	94	100
2024/03/02 08:26:37 	94	100
2024/03/02 08:27:07 	95	100
2024/03/02 08:27:37 	96	100
2024/03/02 08:28:07 	97	99
2024/03/02 08:28:37 	97	99
2024/03/02 08:29:07 	98	99
2024/03/02 08:29:37 	99	98
2024/03/02 08:30:07 	100	99
2024/03/02 08:30:37 	100	102
2024/03/02 08:31:07 	101	104
2024/03/02 08:31:37 	102	106
2024/03/02 08:32:07 	103	108
2024/03/02 08:32:37 	103	109
2024/03/02 08:33:07 	104	110
2024/03/02 08:33:37 	105	111
2024/03/02 08:34:07 	106	111
2024/03/02 08:34:37 	106	111
2024/03/02 08:35:07 	107	112
2024/03/02 08:35:37 	108	112
2024/03/02 08:36:07 	109	112
2024/03/02 08:36:37 	109	112
2024/03/02 08:37:07 	110	111
2024/03/02 08:37:37 	111	111
2024/03/02 08:38:07 	112	111
2024/03/02 08:38:37 	112	111
2024/03/02 08:39:07 	113	114
2024/03/02 08:39:37 	114	117
2024/03/02 08:40:07 	115	120
2024/03/02 08:40:37 	115	122
2024/03/02 08:41:07 	116	124
2024/03/02 08:41:37 	117	126
2024/03/02 08:42:07 	118	126
2024/03/02 08:42:37 	118	127
2024/03/02 08:43:07 	119	128
2024/03/02 08:43:37 	120	128
2024/03/02 08:44:07 	121	129
2024/03/02 08:44:37 	121	129
2024/03/02 08:45:07 	122	128
2024/03/02 08:45:37 	123	128
2024/03/02 08:46:07 	124	128
2024/03/02 08:46:37 	124	127
2024/03/02 08:47:07 	125	127
2024/03/02 08:47:37 	126	126
2024/03/02 08:48:07 	127	126
2024/03/02 08:48:37 	127	126
2024/03/02 08:49:07 	128	128
2024/03/02 08:49:37 	129	132
2024/03/02 08:50:07 	130	135
2024/03/02 08:50:37 	130	137
2024/03/02 08:51:07 	131	139
2024/03/02 08:51:37 	132	141
2024/03/02 08:52:07 	133	142
2024/03/02 08:52:37 	133	143
2024/03/02 08:53:07 	134	143
2024/03/02 08:53:37 	135	143
2024/03/02 08:54:07 	136	143
2024/03/02 08:54:37 	136	144
2024/03/02 08:55:07 	137	143
2024/03/02 08:55:37 	138	143
2024/03/02 08:56:07 	139	143
2024/03/02 08:56:37 	139	142
2024/03/02 08:57:07 	140	142
2024/03/02 08:57:37 	141	141
2024/03/02 08:58:07 	142	141
2024/03/02 08:58:37 	142	141
2024/03/02 08:59:07 	143	143
2024/03/02 08:59:37 	144	147
2024/03/02 09:00:07 	145	150
2024/03/02 09:00:37 	145	153
2024/03/02 09:01:07 	146	154
2024/03/02 09:01:37 	147	156
2024/03/02 09:02:07 	148	157
2024/03/02 09:02:37 	148	157
